city,datetime,temperature,precipitation,wind_speed,wind_direction
Madrid Barajas,2026-01-23T13:00,7.6,0.3,13.1,217
Madrid Barajas,2026-01-23T14:00,8.1,0.1,15.3,223
Madrid Barajas,2026-01-23T15:00,8.6,0.1,15.3,219
Madrid Barajas,2026-01-23T16:00,8.0,0.1,15.2,216
Madrid Barajas,2026-01-23T17:00,6.7,0.4,16.6,204
Madrid Barajas,2026-01-23T18:00,5.5,0.8,16.8,203
Madrid Barajas,2026-01-23T19:00,4.4,0.7,10.8,210
Madrid Barajas,2026-01-23T20:00,4.4,0.5,10.0,206
Madrid Barajas,2026-01-23T21:00,4.2,0.4,8.8,199
Madrid Barajas,2026-01-23T22:00,3.9,0.5,8.8,199
Madrid Barajas,2026-01-23T23:00,3.5,1.1,11.6,216
Madrid Barajas,2026-01-24T00:00,3.5,0.1,5.4,184
Madrid Barajas,2026-01-24T01:00,2.4,2.5,9.7,225
Madrid Barajas,2026-01-24T02:00,2.8,0.5,11.1,234
Madrid Barajas,2026-01-24T03:00,2.7,0.1,14.0,235
Madrid Barajas,2026-01-24T04:00,2.3,0.0,12.3,238
Madrid Barajas,2026-01-24T05:00,1.9,0.0,11.7,236
Madrid Barajas,2026-01-24T06:00,1.5,0.0,11.0,232
Madrid Barajas,2026-01-24T07:00,1.4,0.0,12.2,225
Madrid Barajas,2026-01-24T08:00,1.3,0.0,12.5,229
Madrid Barajas,2026-01-24T09:00,1.2,0.0,13.1,233
Madrid Barajas,2026-01-24T10:00,1.8,0.0,12.8,238
Madrid Barajas,2026-01-24T11:00,3.0,0.0,13.0,246
Madrid Barajas,2026-01-24T12:00,4.4,0.0,13.2,248
Madrid Barajas,2026-01-24T13:00,5.0,0.0,16.4,255
Madrid Barajas,2026-01-24T14:00,7.1,0.1,14.9,278
Madrid Barajas,2026-01-24T15:00,7.6,0.0,15.9,273
Madrid Barajas,2026-01-24T16:00,7.3,0.0,16.0,261
Madrid Barajas,2026-01-24T17:00,7.1,0.0,18.0,269
Madrid Barajas,2026-01-24T18:00,6.7,0.0,16.3,262
Madrid Barajas,2026-01-24T19:00,6.0,0.0,13.4,250
Madrid Barajas,2026-01-24T20:00,5.2,0.0,12.2,236
Madrid Barajas,2026-01-24T21:00,4.7,0.0,10.9,236
Madrid Barajas,2026-01-24T22:00,4.6,0.0,9.5,233
Madrid Barajas,2026-01-24T23:00,4.2,0.0,8.9,223
Madrid Barajas,2026-01-25T00:00,3.8,0.0,11.5,224
Madrid Barajas,2026-01-25T01:00,4.3,0.0,12.4,234
Madrid Barajas,2026-01-25T02:00,4.3,0.0,12.1,240
Madrid Barajas,2026-01-25T03:00,4.3,0.0,10.6,235
Madrid Barajas,2026-01-25T04:00,3.5,0.0,8.3,214
Madrid Barajas,2026-01-25T05:00,3.5,0.0,9.7,211
Madrid Barajas,2026-01-25T06:00,3.5,0.3,9.9,213
Madrid Barajas,2026-01-25T07:00,3.7,0.1,8.7,218
Madrid Barajas,2026-01-25T08:00,4.0,0.1,10.5,229
Madrid Barajas,2026-01-25T09:00,4.4,0.0,11.5,226
Madrid Barajas,2026-01-25T10:00,5.6,0.0,12.7,227
Madrid Barajas,2026-01-25T11:00,6.9,0.0,16.1,236
Madrid Barajas,2026-01-25T12:00,8.4,0.0,17.0,238
Madrid Barajas,2026-01-25T13:00,10.0,0.0,20.6,245
Madrid Barajas,2026-01-25T14:00,10.9,0.0,20.1,246
Madrid Barajas,2026-01-25T15:00,11.5,0.0,18.7,259
Madrid Barajas,2026-01-25T16:00,11.7,0.0,14.1,267
Madrid Barajas,2026-01-25T17:00,11.4,0.0,20.0,278
Madrid Barajas,2026-01-25T18:00,10.6,0.0,18.8,282
Madrid Barajas,2026-01-25T19:00,9.5,0.0,17.3,282
Madrid Barajas,2026-01-25T20:00,8.7,0.0,16.1,280
Madrid Barajas,2026-01-25T21:00,8.0,0.0,13.8,276
Madrid Barajas,2026-01-25T22:00,7.3,0.0,10.8,249
Madrid Barajas,2026-01-25T23:00,6.9,0.0,12.6,246
Madrid Barajas,2026-01-26T00:00,6.7,0.0,13.4,246
Madrid Barajas,2026-01-26T01:00,6.8,0.0,12.9,234
Madrid Barajas,2026-01-26T02:00,6.3,0.0,11.2,225
Madrid Barajas,2026-01-26T03:00,5.8,0.0,10.4,224
Madrid Barajas,2026-01-26T04:00,5.9,0.0,8.4,220
Madrid Barajas,2026-01-26T05:00,5.4,0.0,7.4,219
Madrid Barajas,2026-01-26T06:00,5.2,0.0,6.6,225
Madrid Barajas,2026-01-26T07:00,5.4,0.0,5.1,219
Madrid Barajas,2026-01-26T08:00,5.2,0.0,4.6,225
Madrid Barajas,2026-01-26T09:00,5.2,0.0,4.3,222
Madrid Barajas,2026-01-26T10:00,6.1,0.0,5.4,217
Madrid Barajas,2026-01-26T11:00,6.8,0.2,4.8,222
Madrid Barajas,2026-01-26T12:00,7.6,0.7,4.8,228
Madrid Barajas,2026-01-26T13:00,7.7,0.6,4.7,238
Madrid Barajas,2026-01-26T14:00,8.3,0.4,4.2,211
Madrid Barajas,2026-01-26T15:00,8.6,0.0,3.6,217
Madrid Barajas,2026-01-26T16:00,9.1,0.0,3.2,180
Madrid Barajas,2026-01-26T17:00,9.7,0.0,5.6,195
Madrid Barajas,2026-01-26T18:00,9.8,0.0,6.4,196
Madrid Barajas,2026-01-26T19:00,9.9,0.0,5.8,202
Madrid Barajas,2026-01-26T20:00,10.1,0.0,7.6,205
Madrid Barajas,2026-01-26T21:00,10.9,0.0,14.0,224
Madrid Barajas,2026-01-26T22:00,11.2,0.0,15.8,221
Madrid Barajas,2026-01-26T23:00,11.2,0.1,16.6,221
Madrid Barajas,2026-01-27T00:00,11.0,0.2,15.1,213
Madrid Barajas,2026-01-27T01:00,11.3,0.2,16.5,216
Madrid Barajas,2026-01-27T02:00,10.8,0.0,18.5,213
Madrid Barajas,2026-01-27T03:00,10.5,0.1,17.1,205
Madrid Barajas,2026-01-27T04:00,10.3,0.0,16.3,198
Madrid Barajas,2026-01-27T05:00,9.9,0.1,15.4,196
Madrid Barajas,2026-01-27T06:00,9.4,0.9,14.9,200
Madrid Barajas,2026-01-27T07:00,9.2,1.8,14.9,172
Madrid Barajas,2026-01-27T08:00,8.9,1.8,14.5,173
Madrid Barajas,2026-01-27T09:00,9.1,1.6,15.4,191
Madrid Barajas,2026-01-27T10:00,9.5,1.8,17.6,203
Madrid Barajas,2026-01-27T11:00,9.8,0.2,15.3,214
Madrid Barajas,2026-01-27T12:00,10.1,0.0,17.9,218
Madrid Barajas,2026-01-27T13:00,10.1,0.1,16.1,228
Madrid Barajas,2026-01-27T14:00,10.1,0.2,17.2,233
Madrid Barajas,2026-01-27T15:00,9.4,0.2,17.1,228
Madrid Barajas,2026-01-27T16:00,9.2,0.0,17.9,236
Madrid Barajas,2026-01-27T17:00,9.0,0.1,16.5,247
Madrid Barajas,2026-01-27T18:00,8.1,0.3,14.3,245
Madrid Barajas,2026-01-27T19:00,6.7,0.8,13.0,256
Madrid Barajas,2026-01-27T20:00,6.3,0.1,11.5,238
Madrid Barajas,2026-01-27T21:00,5.8,0.0,11.4,235
Madrid Barajas,2026-01-27T22:00,5.1,0.0,11.2,230
Madrid Barajas,2026-01-27T23:00,5.0,0.0,12.9,234
Madrid Barajas,2026-01-28T00:00,4.9,0.0,11.3,239
Madrid Barajas,2026-01-28T01:00,4.9,0.0,11.3,243
Madrid Barajas,2026-01-28T02:00,4.7,0.0,10.3,234
Madrid Barajas,2026-01-28T03:00,4.5,0.0,11.0,232
Madrid Barajas,2026-01-28T04:00,4.4,0.0,7.4,209
Madrid Barajas,2026-01-28T05:00,4.4,0.0,6.5,186
Madrid Barajas,2026-01-28T06:00,4.2,0.4,7.9,156
Madrid Barajas,2026-01-28T07:00,4.1,0.8,9.7,138
Madrid Barajas,2026-01-28T08:00,3.5,2.7,13.9,143
Madrid Barajas,2026-01-28T09:00,0.4,4.9,4.7,113
Madrid Barajas,2026-01-28T10:00,0.4,1.4,9.8,8
Madrid Barajas,2026-01-28T11:00,0.6,2.3,9.7,345
Madrid Barajas,2026-01-28T12:00,1.8,1.2,8.2,299
Madrid Barajas,2026-01-28T13:00,3.2,0.3,7.9,231
Madrid Barajas,2026-01-28T14:00,6.0,0.0,12.3,238
Madrid Barajas,2026-01-28T15:00,9.3,0.0,19.5,286
Madrid Barajas,2026-01-28T16:00,9.4,0.0,16.0,279
Madrid Barajas,2026-01-28T17:00,9.3,0.0,14.2,279
Madrid Barajas,2026-01-28T18:00,9.0,0.0,11.2,268
Madrid Barajas,2026-01-28T19:00,8.6,0.0,8.8,258
Madrid Barajas,2026-01-28T20:00,8.0,0.0,5.3,242
Madrid Barajas,2026-01-28T21:00,7.4,0.0,3.6,225
Madrid Barajas,2026-01-28T22:00,7.0,0.0,4.3,204
Madrid Barajas,2026-01-28T23:00,6.9,0.0,6.0,205
Madrid Barajas,2026-01-29T00:00,7.1,0.4,5.5,212
Madrid Barajas,2026-01-29T01:00,7.2,0.5,5.2,192
Madrid Barajas,2026-01-29T02:00,7.0,1.4,4.7,171
Madrid Barajas,2026-01-29T03:00,7.0,0.7,4.7,176
Madrid Barajas,2026-01-29T04:00,6.7,0.3,5.4,188
Madrid Barajas,2026-01-29T05:00,6.8,0.1,6.2,201
Madrid Barajas,2026-01-29T06:00,7.1,0.1,7.2,198
Madrid Barajas,2026-01-29T07:00,7.4,0.0,7.9,210
Madrid Barajas,2026-01-29T08:00,7.8,0.1,7.6,211
Madrid Barajas,2026-01-29T09:00,8.4,0.0,7.9,204
Madrid Barajas,2026-01-29T10:00,9.3,0.0,7.7,217
Madrid Barajas,2026-01-29T11:00,9.7,0.2,6.0,205
Madrid Barajas,2026-01-29T12:00,10.4,0.2,4.6,198
Madrid Barajas,2026-01-29T13:00,10.9,0.6,2.3,219
Madrid Barajas,2026-01-29T14:00,11.2,0.6,2.8,230
Madrid Barajas,2026-01-29T15:00,11.7,0.2,2.6,214
Madrid Barajas,2026-01-29T16:00,12.2,0.0,3.6,225
Madrid Barajas,2026-01-29T17:00,12.4,0.0,5.2,196
Madrid Barajas,2026-01-29T18:00,12.1,0.0,6.3,211
Madrid Barajas,2026-01-29T19:00,11.4,0.0,7.9,227
Madrid Barajas,2026-01-29T20:00,11.3,0.0,11.1,241
Madrid Barajas,2026-01-29T21:00,10.7,0.0,11.4,252
Madrid Barajas,2026-01-29T22:00,10.5,0.0,12.1,260
Madrid Barajas,2026-01-29T23:00,9.9,0.0,14.3,260
Madrid Barajas,2026-01-30T00:00,9.2,0.0,12.9,257
Madrid Barajas,2026-01-30T01:00,8.7,0.0,10.9,243
Madrid Barajas,2026-01-30T02:00,8.0,0.0,8.9,223
Madrid Barajas,2026-01-30T03:00,7.3,0.0,9.0,209
Madrid Barajas,2026-01-30T04:00,7.0,0.0,9.6,214
Madrid Barajas,2026-01-30T05:00,6.9,0.0,10.3,209
Madrid Barajas,2026-01-30T06:00,6.7,0.0,10.2,219
Madrid Barajas,2026-01-30T07:00,6.5,0.0,10.3,216
Madrid Barajas,2026-01-30T08:00,6.5,0.0,10.7,228
Madrid Barajas,2026-01-30T09:00,6.5,0.0,10.2,228
Madrid Barajas,2026-01-30T10:00,7.2,0.0,11.2,230
Madrid Barajas,2026-01-30T11:00,8.0,0.0,12.7,225
Madrid Barajas,2026-01-30T12:00,8.6,0.0,16.6,228
Madrid Barajas,2026-01-30T13:00,9.4,0.0,16.9,220
Madrid Barajas,2026-01-30T14:00,9.9,0.0,15.5,222
Madrid Barajas,2026-01-30T15:00,10.1,0.0,20.4,228
Madrid Barajas,2026-01-30T16:00,10.0,0.0,17.0,216
Madrid Barajas,2026-01-30T17:00,9.8,0.0,15.1,205
Madrid Barajas,2026-01-30T18:00,9.3,1.4,11.9,215
Madrid Barajas,2026-01-30T19:00,8.6,0.7,9.4,230
Madrid Barajas,2026-01-30T20:00,8.8,0.9,12.2,242
Madrid Barajas,2026-01-30T21:00,8.4,0.0,11.6,248
Madrid Barajas,2026-01-30T22:00,8.0,0.0,14.4,248
Madrid Barajas,2026-01-30T23:00,7.4,0.4,18.1,253
Madrid Barajas,2026-01-31T00:00,6.8,0.0,18.9,283
Madrid Barajas,2026-01-31T01:00,6.2,0.0,19.8,286
Madrid Barajas,2026-01-31T02:00,6.0,0.0,16.2,274
Madrid Barajas,2026-01-31T03:00,5.7,0.0,14.6,260
Madrid Barajas,2026-01-31T04:00,5.4,0.0,12.1,260
Madrid Barajas,2026-01-31T05:00,5.4,0.0,10.8,255
Madrid Barajas,2026-01-31T06:00,6.0,0.0,11.2,285
Madrid Barajas,2026-01-31T07:00,5.8,0.0,13.7,288
Madrid Barajas,2026-01-31T08:00,5.4,0.0,9.7,272
Madrid Barajas,2026-01-31T09:00,5.1,0.0,9.0,254
Madrid Barajas,2026-01-31T10:00,6.4,0.0,9.8,253
Madrid Barajas,2026-01-31T11:00,8.4,0.0,14.1,276
Madrid Barajas,2026-01-31T12:00,9.6,0.0,16.4,279
Madrid Barajas,2026-01-31T13:00,10.8,0.0,17.2,281
Madrid Barajas,2026-01-31T14:00,11.4,0.0,17.9,280
Madrid Barajas,2026-01-31T15:00,11.7,0.0,18.1,277
Madrid Barajas,2026-01-31T16:00,11.7,0.0,17.9,279
Madrid Barajas,2026-01-31T17:00,11.2,0.0,17.1,277
Madrid Barajas,2026-01-31T18:00,10.2,0.0,15.9,273
Madrid Barajas,2026-01-31T19:00,9.2,0.0,13.0,268
Madrid Barajas,2026-01-31T20:00,8.3,0.0,9.6,257
Madrid Barajas,2026-01-31T21:00,7.6,0.0,7.1,246
Madrid Barajas,2026-01-31T22:00,7.0,0.0,6.7,234
Madrid Barajas,2026-01-31T23:00,6.5,0.0,6.4,232
Madrid Barajas,2026-02-01T00:00,5.9,0.0,5.6,225
Madrid Barajas,2026-02-01T01:00,5.6,0.0,4.7,212
Madrid Barajas,2026-02-01T02:00,5.2,0.0,3.8,197
Madrid Barajas,2026-02-01T03:00,4.9,0.0,3.6,174
Madrid Barajas,2026-02-01T04:00,4.8,0.0,3.4,162
Madrid Barajas,2026-02-01T05:00,4.8,0.0,3.2,180
Madrid Barajas,2026-02-01T06:00,5.1,0.0,4.2,200
Madrid Barajas,2026-02-01T07:00,5.5,0.0,6.9,231
Madrid Barajas,2026-02-01T08:00,5.7,0.0,5.4,228
Madrid Barajas,2026-02-01T09:00,5.9,0.1,2.3,219
Madrid Barajas,2026-02-01T10:00,6.2,1.1,3.1,159
Madrid Barajas,2026-02-01T11:00,6.5,0.0,1.8,143
Madrid Barajas,2026-02-01T12:00,6.8,0.2,4.9,144
Madrid Barajas,2026-02-01T13:00,7.0,0.2,4.0,175
Madrid Barajas,2026-02-01T14:00,7.4,0.3,2.9,180
Madrid Barajas,2026-02-01T15:00,7.9,0.0,4.7,176
Madrid Barajas,2026-02-01T16:00,8.8,0.0,3.3,193
Madrid Barajas,2026-02-01T17:00,9.2,0.0,2.9,187
Madrid Barajas,2026-02-01T18:00,9.3,0.0,1.6,117
Madrid Barajas,2026-02-01T19:00,8.7,0.0,3.3,84
Madrid Barajas,2026-02-01T20:00,8.6,0.0,2.2,81
Madrid Barajas,2026-02-01T21:00,8.4,0.0,3.3,77
Madrid Barajas,2026-02-01T22:00,8.5,0.2,2.9,353
Madrid Barajas,2026-02-01T23:00,8.3,1.9,3.5,24
Madrid Barajas,2026-02-02T00:00,8.2,3.2,2.8,40
Madrid Barajas,2026-02-02T01:00,7.8,2.2,3.5,24
Madrid Barajas,2026-02-02T02:00,8.9,0.4,4.7,189
Madrid Barajas,2026-02-02T03:00,9.7,0.2,5.8,202
Madrid Barajas,2026-02-02T04:00,10.2,0.1,11.2,176
Madrid Barajas,2026-02-02T05:00,10.1,0.0,13.4,175
Madrid Barajas,2026-02-02T06:00,9.8,0.2,14.4,158
Madrid Barajas,2026-02-02T07:00,9.6,0.3,16.4,165
Madrid Barajas,2026-02-02T08:00,9.5,0.0,16.8,170
Madrid Barajas,2026-02-02T09:00,9.2,1.4,17.8,172
Madrid Barajas,2026-02-02T10:00,9.0,1.0,16.6,181
Madrid Barajas,2026-02-02T11:00,9.1,1.5,17.2,190
Madrid Barajas,2026-02-02T12:00,9.0,0.8,21.4,221
Madrid Barajas,2026-02-02T13:00,8.1,0.0,20.6,227
Madrid Barajas,2026-02-02T14:00,8.8,0.0,21.1,224
Madrid Barajas,2026-02-02T15:00,9.2,0.0,23.7,229
Madrid Barajas,2026-02-02T16:00,8.9,0.0,20.7,229
Madrid Barajas,2026-02-02T17:00,8.1,0.0,20.9,229
Madrid Barajas,2026-02-02T18:00,7.4,0.0,18.1,229
Madrid Barajas,2026-02-02T19:00,6.6,0.0,16.9,230
Madrid Barajas,2026-02-02T20:00,6.3,0.0,15.5,228
Madrid Barajas,2026-02-02T21:00,6.3,0.0,14.5,226
Madrid Barajas,2026-02-02T22:00,6.3,0.0,14.3,227
Madrid Barajas,2026-02-02T23:00,6.2,0.0,14.3,219
Madrid Barajas,2026-02-03T00:00,6.1,0.1,14.0,222
Madrid Barajas,2026-02-03T01:00,6.1,0.0,15.1,220
Madrid Barajas,2026-02-03T02:00,5.9,0.0,15.8,221
Madrid Barajas,2026-02-03T03:00,5.7,0.0,14.0,222
Madrid Barajas,2026-02-03T04:00,5.4,0.0,9.8,208
Madrid Barajas,2026-02-03T05:00,5.3,0.1,8.8,192
Madrid Barajas,2026-02-03T06:00,5.0,0.0,8.7,185
Madrid Barajas,2026-02-03T07:00,4.8,0.0,8.0,172
Madrid Barajas,2026-02-03T08:00,4.7,0.1,9.4,173
Madrid Barajas,2026-02-03T09:00,4.6,0.0,7.9,183
Madrid Barajas,2026-02-03T10:00,5.0,0.1,8.7,187
Madrid Barajas,2026-02-03T11:00,5.8,0.0,10.6,208
Madrid Barajas,2026-02-03T12:00,6.7,0.2,14.0,224
Madrid Barajas,2026-02-03T13:00,7.4,0.1,13.2,225
Madrid Barajas,2026-02-03T14:00,8.5,0.0,14.3,231
Madrid Barajas,2026-02-03T15:00,8.7,0.1,14.3,229
Madrid Barajas,2026-02-03T16:00,8.6,0.1,14.1,230
Madrid Barajas,2026-02-03T17:00,7.9,0.2,13.8,231
Madrid Barajas,2026-02-03T18:00,7.3,0.0,13.6,233
Madrid Barajas,2026-02-03T19:00,6.5,0.0,11.8,220
Madrid Barajas,2026-02-03T20:00,6.1,0.0,10.3,209
Madrid Barajas,2026-02-03T21:00,5.8,0.0,10.0,210
Madrid Barajas,2026-02-03T22:00,5.8,0.0,10.6,208
Madrid Barajas,2026-02-03T23:00,5.8,0.0,10.9,197
Madrid Barajas,2026-02-04T00:00,5.6,0.8,11.5,178
Madrid Barajas,2026-02-04T01:00,5.2,1.8,14.1,199
Madrid Barajas,2026-02-04T02:00,4.4,1.6,10.4,180
Madrid Barajas,2026-02-04T03:00,4.6,1.1,10.4,180
Madrid Barajas,2026-02-04T04:00,4.5,0.7,7.5,197
Madrid Barajas,2026-02-04T05:00,4.4,1.4,8.2,195
Madrid Barajas,2026-02-04T06:00,4.3,0.1,8.0,185
Madrid Barajas,2026-02-04T07:00,4.4,0.2,6.6,202
Madrid Barajas,2026-02-04T08:00,4.2,0.0,6.8,205
Madrid Barajas,2026-02-04T09:00,4.3,0.0,9.1,198
Madrid Barajas,2026-02-04T10:00,4.4,0.1,8.2,209
Madrid Barajas,2026-02-04T11:00,5.2,0.0,11.3,211
Madrid Barajas,2026-02-04T12:00,6.2,0.0,9.5,217
Madrid Barajas,2026-02-04T13:00,7.6,0.1,10.2,228
Madrid Barajas,2026-02-04T14:00,9.2,0.0,12.0,229
Madrid Barajas,2026-02-04T15:00,10.6,0.0,17.2,244
Madrid Barajas,2026-02-04T16:00,10.9,0.0,15.3,231
Madrid Barajas,2026-02-04T17:00,10.7,0.0,16.1,230
Madrid Barajas,2026-02-04T18:00,10.1,0.0,12.5,229
Madrid Barajas,2026-02-04T19:00,9.6,0.0,13.6,230
Madrid Barajas,2026-02-04T20:00,9.3,0.0,12.0,229
Madrid Barajas,2026-02-04T21:00,9.1,0.0,10.2,231
Madrid Barajas,2026-02-04T22:00,8.8,0.2,9.6,214
Madrid Barajas,2026-02-04T23:00,8.7,0.2,8.5,216
Madrid Barajas,2026-02-05T00:00,8.6,0.2,8.7,204
Madrid Barajas,2026-02-05T01:00,8.5,0.1,7.9,204
Madrid Barajas,2026-02-05T02:00,8.4,0.2,6.7,196
Madrid Barajas,2026-02-05T03:00,8.3,1.0,6.2,159
Madrid Barajas,2026-02-05T04:00,8.0,0.7,6.3,156
Madrid Barajas,2026-02-05T05:00,8.1,0.4,6.6,139
Madrid Barajas,2026-02-05T06:00,8.1,1.1,4.6,141
Madrid Barajas,2026-02-05T07:00,7.6,1.7,4.7,99
Madrid Barajas,2026-02-05T08:00,7.7,4.3,1.0,315
Madrid Barajas,2026-02-05T09:00,7.6,6.1,4.0,333
Madrid Barajas,2026-02-05T10:00,8.4,3.5,3.5,246
Madrid Barajas,2026-02-05T11:00,11.9,0.5,22.5,229
Madrid Barajas,2026-02-05T12:00,13.7,0.0,30.3,238
Madrid Barajas,2026-02-05T13:00,14.1,0.0,29.9,239
Madrid Barajas,2026-02-05T14:00,14.2,0.0,31.4,240
Madrid Barajas,2026-02-05T15:00,13.6,0.0,30.1,241
Madrid Barajas,2026-02-05T16:00,13.4,0.0,28.3,243
Madrid Barajas,2026-02-05T17:00,12.8,0.0,25.9,241
Madrid Barajas,2026-02-05T18:00,11.7,0.0,25.5,241
Madrid Barajas,2026-02-05T19:00,10.6,0.0,22.6,239
Madrid Barajas,2026-02-05T20:00,10.2,0.0,19.7,239
Madrid Barajas,2026-02-05T21:00,9.7,0.0,17.6,239
Madrid Barajas,2026-02-05T22:00,9.4,0.0,17.0,238
Madrid Barajas,2026-02-05T23:00,9.1,0.0,17.5,238
Madrid Barajas,2026-02-06T00:00,8.9,0.0,18.7,236
Madrid Barajas,2026-02-06T01:00,8.8,0.0,18.7,236
Madrid Barajas,2026-02-06T02:00,8.6,0.0,18.9,235
Madrid Barajas,2026-02-06T03:00,8.5,0.0,18.4,235
Madrid Barajas,2026-02-06T04:00,8.4,0.0,16.7,237
Madrid Barajas,2026-02-06T05:00,8.2,0.0,15.7,238
Madrid Barajas,2026-02-06T06:00,8.0,0.0,14.7,239
Madrid Barajas,2026-02-06T07:00,7.4,0.0,12.3,230
Madrid Barajas,2026-02-06T08:00,7.2,0.0,10.2,219
Madrid Barajas,2026-02-06T09:00,7.2,0.0,10.2,212
Madrid Barajas,2026-02-06T10:00,7.7,0.0,11.4,215
Madrid Barajas,2026-02-06T11:00,8.5,0.0,12.3,220
Madrid Barajas,2026-02-06T12:00,8.5,0.0,12.1,210
Madrid Barajas,2026-02-06T13:00,8.2,0.3,8.4,200
Madrid Barajas,2026-02-06T14:00,8.5,0.3,10.1,215
Madrid Barajas,2026-02-06T15:00,8.8,0.2,12.5,221
Madrid Barajas,2026-02-06T16:00,9.3,0.0,13.9,233
Madrid Barajas,2026-02-06T17:00,9.0,0.0,14.9,233
Madrid Barajas,2026-02-06T18:00,8.7,0.0,14.6,237
Madrid Barajas,2026-02-06T19:00,7.9,0.1,13.2,235
Madrid Barajas,2026-02-06T20:00,7.3,0.2,12.5,231
Madrid Barajas,2026-02-06T21:00,6.9,0.1,11.1,234
Madrid Barajas,2026-02-06T22:00,6.3,0.0,10.2,228
Madrid Barajas,2026-02-06T23:00,6.0,0.0,10.9,226
Madrid Barajas,2026-02-07T00:00,5.6,0.0,10.7,228
Madrid Barajas,2026-02-07T01:00,5.6,0.0,10.7,230
Madrid Barajas,2026-02-07T02:00,5.4,0.0,10.9,236
Madrid Barajas,2026-02-07T03:00,5.1,0.0,11.8,239
Madrid Barajas,2026-02-07T04:00,5.0,0.0,10.0,229
Madrid Barajas,2026-02-07T05:00,5.0,0.0,10.8,233
Madrid Barajas,2026-02-07T06:00,4.9,0.0,11.7,227
Madrid Barajas,2026-02-07T07:00,4.8,0.0,9.7,228
Madrid Barajas,2026-02-07T08:00,4.9,0.0,10.7,230
Madrid Barajas,2026-02-07T09:00,5.0,0.0,11.8,220
Madrid Barajas,2026-02-07T10:00,5.5,0.0,14.3,225
Madrid Barajas,2026-02-07T11:00,6.3,0.0,13.4,216
Madrid Barajas,2026-02-07T12:00,7.0,0.0,14.2,210
Madrid Barajas,2026-02-07T13:00,7.4,0.1,14.3,198
Madrid Barajas,2026-02-07T14:00,6.9,0.4,11.5,176
Madrid Barajas,2026-02-07T15:00,6.2,1.2,13.7,166
Madrid Barajas,2026-02-07T16:00,5.6,2.4,9.5,151
Madrid Barajas,2026-02-07T17:00,5.4,2.6,8.9,137
Madrid Barajas,2026-02-07T18:00,5.2,1.5,6.6,41
Madrid Barajas,2026-02-07T19:00,4.9,1.0,7.6,360
Madrid Barajas,2026-02-07T20:00,4.6,0.0,6.1,28
Madrid Barajas,2026-02-07T21:00,4.5,0.3,3.3,49
Madrid Barajas,2026-02-07T22:00,4.5,0.6,2.3,108
Madrid Barajas,2026-02-07T23:00,5.8,0.3,8.3,214
Madrid Barajas,2026-02-08T00:00,6.8,0.1,13.8,208
Madrid Barajas,2026-02-08T01:00,7.0,0.1,13.6,202
Madrid Barajas,2026-02-08T02:00,6.7,0.3,13.5,209
Madrid Barajas,2026-02-08T03:00,6.4,0.2,17.0,234
Madrid Barajas,2026-02-08T04:00,6.0,0.1,14.6,230
Madrid Barajas,2026-02-08T05:00,5.7,0.7,14.3,227
Madrid Barajas,2026-02-08T06:00,5.8,0.0,17.1,240
Madrid Barajas,2026-02-08T07:00,5.8,0.0,14.3,252
Madrid Barajas,2026-02-08T08:00,5.1,0.0,10.0,255
Madrid Barajas,2026-02-08T09:00,5.0,0.0,6.6,257
Madrid Barajas,2026-02-08T10:00,6.2,0.0,6.1,267
Madrid Barajas,2026-02-08T11:00,7.7,0.0,8.3,272
Madrid Barajas,2026-02-08T12:00,9.0,0.0,11.2,291
Madrid Barajas,2026-02-08T13:00,10.0,0.0,12.2,294
Madrid Barajas,2026-02-08T14:00,10.5,0.0,13.3,289
Madrid Barajas,2026-02-08T15:00,10.7,0.0,14.5,289
Madrid Barajas,2026-02-08T16:00,10.6,0.0,14.1,289
Madrid Barajas,2026-02-08T17:00,10.4,0.0,12.7,285
Madrid Barajas,2026-02-08T18:00,9.6,0.0,8.3,272
Madrid Barajas,2026-02-08T19:00,8.7,0.0,6.9,264
Madrid Barajas,2026-02-08T20:00,7.4,0.0,5.2,236
Madrid Barajas,2026-02-08T21:00,6.3,0.0,6.9,223
Madrid Barajas,2026-02-08T22:00,5.8,0.0,7.9,227
Madrid Barajas,2026-02-08T23:00,5.7,0.0,8.4,223
Madrid Barajas,2026-02-09T00:00,6.0,0.0,10.7,230
Madrid Barajas,2026-02-09T01:00,6.4,0.5,13.0,226
Madrid Barajas,2026-02-09T02:00,5.9,0.7,8.6,213
Madrid Barajas,2026-02-09T03:00,5.8,2.5,6.6,202
Madrid Barajas,2026-02-09T04:00,5.8,0.0,6.8,180
Madrid Barajas,2026-02-09T05:00,6.0,0.0,5.4,188
Madrid Barajas,2026-02-09T06:00,6.1,0.0,6.4,196
Madrid Barajas,2026-02-09T07:00,6.0,0.0,5.2,205
Madrid Barajas,2026-02-09T08:00,6.0,0.0,5.2,196
Madrid Barajas,2026-02-09T09:00,6.0,0.0,4.1,195
Madrid Barajas,2026-02-09T10:00,6.7,0.0,4.6,219
Madrid Barajas,2026-02-09T11:00,7.7,0.0,4.5,209
Madrid Barajas,2026-02-09T12:00,9.3,0.0,5.8,202
Madrid Barajas,2026-02-09T13:00,11.1,0.0,8.4,205
Madrid Barajas,2026-02-09T14:00,12.3,0.0,12.8,232
